CITY,DISTRICT,NEIGHBOURHOOD,AIR CONDITIONING,FURNISHED,CAR PARK,CENTRAL HEATING,GAS COMBI,UNDERFLOOR HEATING,UNDERFLOOR COOLING,REALTOR FEE,TOTAL FLOORS,COMPLETION DATE,SUBTYPE,PROPERTY SIZE,STOREYS,BEDROOM,BATHROOM,BALCONY,FLOOR,PRICE
Antalya,Gazipaşa,Pazarcı,0,0,1,0,0,0,0,%10,6,9 / 2022,Penthouse,95.0,2,2,2,2,,218.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,7 / 2024,Middle Floor,50.0,1,1,1,1,,90.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,7 / 2024,Penthouse,240.0,1,5,2,3,,300.0
Muğla,Fethiye,Ölüdeniz,1,0,1,0,0,1,0,%2,3,6 / 2024,Detached Villa,447.0,3,4,6,3,,1185.0
Muğla,Bodrum,Gündoğan,1,0,1,0,0,1,0,%2,2,5 / 2024,Detached Villa,180.0,1,3,3,2,,890.0
Muğla,Bodrum,Konacık,1,0,1,0,0,0,0,%2,1,4 / 2024,Detached Villa,144.0,1,3,2,,1,707.0
Antalya,Muratpaşa,Sedir,1,0,0,0,1,0,0,FREE,4,9 / 2023,Ground Floor,45.0,1,1,1,,,71.0
Muğla,Milas,Dörttepe,0,0,1,0,0,1,1,%2,,12 / 2024,Townhouse,170.0,1,3,2,,,863.0
Muğla,Bodrum,Turgutreis,1,0,1,0,0,0,0,%2,2,1 / 2012,Middle Floor,125.0,3,3,2,2,3,195.0
Antalya,Kepez,Sütçüler,0,0,1,0,0,0,0,FREE,,12 / 2022,Middle Floor,90.0,1,2,1,1,,85.0
Antalya,Kepez,Sütçüler,0,0,1,0,0,0,0,FREE,,12 / 2022,Middle Floor,120.0,1,3,1,1,,111.0
İstanbul,Güngören,Mehmet Nesih Özmen,0,0,1,0,1,0,0,FREE,4,12 / 2022,Shop,20.0,1,Studio,,,,443.0
Antalya,Alanya,Basırlı,1,0,0,0,0,0,0,FREE,5,12 / 2023,Middle Floor,70.0,1,1,1,1,,137.0
Antalya,Alanya,Basırlı,1,0,0,0,0,0,0,FREE,5,12 / 2023,Penthouse,190.0,2,3,3,4,,399.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,2 / 2024,Middle Floor,65.0,1,1,1,1,,106.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,2 / 2024,Middle Floor,90.0,1,2,1,1,,144.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,2 / 2024,Duplex,90.0,1,2,1,1,,190.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,2 / 2024,Duplex,110.0,1,5,1,1,,246.0
Antalya,Alanya,Küçükhasbahçe,1,0,1,0,0,0,0,FREE,4,12 / 2023,Middle Floor,120.0,1,2,2,2,,265.0
Antalya,Alanya,Küçükhasbahçe,1,0,1,0,0,0,0,FREE,4,12 / 2023,Middle Floor,170.0,1,3,2,2,,370.0
Antalya,Alanya,Saray,1,0,1,0,0,0,0,FREE,6,6 / 2023,Middle Floor,65.0,1,1,1,1,,249.0
Antalya,Alanya,Saray,1,0,1,0,0,0,0,FREE,6,6 / 2023,Duplex,140.0,2,2,2,2,1,459.0
Antalya,Alanya,Saray,1,0,1,0,0,0,0,FREE,6,6 / 2023,Penthouse,172.0,2,3,2,3,1,569.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,9,5 / 2023,Middle Floor,65.0,1,1,1,1,1,95.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,9,5 / 2023,Penthouse,84.0,1,2,2,2,8,165.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,9,5 / 2023,Penthouse,150.0,2,3,2,2,8,200.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,9,2 / 2024,Middle Floor,65.0,1,1,1,1,1,89.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,9,2 / 2024,Penthouse,110.0,2,2,2,2,,163.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,1,0,FREE,6,6 / 2025,Ground Floor,60.0,1,1,1,1,,165.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,1,0,FREE,6,6 / 2025,Ground Floor,100.0,2,2,2,2,,240.0
Antalya,Alanya,Kargıcak,1,0,0,0,0,1,0,FREE,6,6 / 2025,Penthouse,100.0,2,2,2,2,,245.0
Antalya,Muratpaşa,Kızılarık,1,0,1,0,1,0,0,%2,4,12 / 2021,Middle Floor,105.0,1,2,1,1,,154.0
İstanbul,Beylikdüzü,Barış,0,0,0,0,1,0,0,FREE,12,12 / 2023,Office,226.0,1,Studio,,,,567.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,9 / 2024,Duplex,115.0,2,2,1,2,,199.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,6 / 2024,Penthouse,85.0,1,2,2,1,1,279.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,6 / 2024,Penthouse,145.0,1,4,4,2,,349.0
Antalya,Alanya,Sugözü,1,0,1,0,0,0,0,FREE,,12 / 2023,Middle Floor,60.0,1,1,1,1,,155.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,7 / 2024,Middle Floor,55.0,1,1,1,1,1,127.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,7 / 2024,Middle Floor,75.0,1,2,1,1,,158.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,7 / 2024,Penthouse,115.0,1,2,1,1,,288.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,7 / 2024,Penthouse,160.0,1,3,2,2,,296.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,11 / 2024,Ground Floor,70.0,1,1,1,1,1,86.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,11 / 2024,Penthouse,130.0,1,2,2,1,,154.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,8 / 2024,Middle Floor,60.0,1,1,1,1,,119.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,,8 / 2024,Penthouse,115.0,1,2,1,1,,152.0
Muğla,Fethiye,Ölüdeniz,1,0,0,0,0,1,0,%2,3,Off Plan,Detached Villa,230.0,2,4,2,5,,933.0
Muğla,Fethiye,Ölüdeniz,1,0,1,0,0,1,0,%2,2,Off Plan,Detached Villa,200.0,2,4,4,4,1,652.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,,8 / 2024,Middle Floor,65.0,1,1,1,1,,200.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,,8 / 2024,Ground Floor,90.0,1,2,1,1,,267.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,,8 / 2024,Penthouse,170.0,1,3,2,2,,543.0
Muğla,Fethiye,Çiftlik,1,0,1,0,0,0,0,%2,2,Off Plan,Detached Villa,200.0,3,4,4,4,1,793.0
Antalya,Muratpaşa,Deniz,1,0,0,0,1,0,0,FREE,4,12 / 2023,Middle Floor,80.0,1,2,1,1,,174.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,,10 / 2023,Middle Floor,58.0,1,1,1,1,1,123.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,,10 / 2023,Middle Floor,85.0,1,2,1,1,,148.0
Antalya,Alanya,Avsallar,1,0,0,0,0,0,0,FREE,,10 / 2023,Penthouse,180.0,1,4,3,2,,255.0
İstanbul,Fatih,Yedikule,0,0,1,1,0,1,0,FREE,3,10 / 2021,Middle Floor,115.0,1,1,1,1,,1205.0
İstanbul,Fatih,Yedikule,0,0,1,1,0,1,0,FREE,3,10 / 2021,Middle Floor,171.0,1,2,2,1,,1660.0
İstanbul,Fatih,Yedikule,0,0,1,1,0,1,0,FREE,3,10 / 2021,Middle Floor,242.0,1,3,2,1,,1940.0
İstanbul,Fatih,Yedikule,0,0,1,1,0,1,0,FREE,3,10 / 2021,Middle Floor,274.0,1,4,3,2,,1945.0
İstanbul,Esenyurt,Namık Kemal,1,0,1,1,1,0,0,FREE,4,9 / 2021,Middle Floor,67.0,1,1,1,1,,162.0
İstanbul,Esenyurt,Namık Kemal,1,0,1,1,1,0,0,FREE,4,9 / 2021,Middle Floor,103.0,1,2,2,1,,233.0
İstanbul,Esenyurt,Namık Kemal,1,0,1,1,1,0,0,FREE,4,9 / 2021,Middle Floor,155.0,1,3,2,1,,313.0
İstanbul,Esenyurt,Namık Kemal,1,0,1,1,1,0,0,FREE,4,9 / 2021,Middle Floor,215.0,1,4,2,1,,429.0
İstanbul,Esenyurt,Namık Kemal,1,0,1,1,1,0,0,FREE,4,9 / 2021,Penthouse,363.0,1,6,5,5,,743.0
Trabzon,Ortahisar,Cumhuriyet,0,0,1,0,1,0,0,FREE,8,6 / 2021,Middle Floor,150.0,1,3,2,1,,149.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,4,9 / 2014,Middle Floor,100.0,1,2,1,2,,310.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,4,9 / 2014,Penthouse,190.0,2,3,2,2,,401.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,4,9 / 2014,Penthouse,170.0,2,4,3,2,,490.0
İstanbul,Beykoz,Riva,0,0,1,0,1,1,0,FREE,,12 / 2024,Semi-Detached Villa,180.0,2,3,2,1,,727.0
İstanbul,Beykoz,Riva,0,0,1,0,1,1,0,FREE,,12 / 2024,Semi-Detached Villa,286.0,3,4,2,2,,1365.0
İstanbul,Beykoz,Riva,0,0,1,0,1,1,0,FREE,,12 / 2024,Detached Villa,495.0,3,6,2,2,,2405.0
İstanbul,Sarıyer,Seyrantepe,0,0,1,0,0,0,0,FREE,,3 / 2021,Middle Floor,90.0,1,3,2,1,,611.0
İstanbul,Sarıyer,Seyrantepe,0,0,1,0,0,0,0,FREE,,3 / 2021,Middle Floor,197.0,1,4,2,1,,965.0
Antalya,Alanya,Mahmutlar,0,0,1,0,0,0,0,FREE,11,3 / 2023,Middle Floor,55.0,1,1,1,1,1,125.0
Antalya,Alanya,Kızlar Pınarı,0,0,0,0,0,0,0,FREE,5,12 / 2022,Penthouse,120.0,2,3,2,2,,240.0
Antalya,Alanya,Kızlar Pınarı,0,0,0,0,0,0,0,FREE,5,12 / 2022,Middle Floor,85.0,1,2,1,1,1,244.0
Antalya,Alanya,Kızlar Pınarı,0,0,0,0,0,0,0,FREE,5,12 / 2022,Duplex,120.0,2,2,1,1,,290.0
Muğla,Fethiye,Foça,1,0,1,0,0,1,0,%2,3,3 / 2025,Ground Floor,60.0,3,1,1,1,1,219.0
Muğla,Fethiye,Foça,1,0,1,0,0,1,0,%2,3,3 / 2025,Middle Floor,81.0,3,2,2,1,2,291.0
Muğla,Fethiye,Foça,1,0,1,0,0,1,0,%2,3,3 / 2025,Middle Floor,134.0,3,4,2,,2,345.0
Muğla,Fethiye,Karagedik,1,0,1,0,0,1,0,%2,2,1 / 2019,Detached Villa,170.0,2,4,3,2,1,850.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,5,6 / 2025,Middle Floor,55.0,1,1,1,1,,150.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,5,6 / 2025,Ground Floor,120.0,2,2,2,1,,193.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,5,6 / 2025,Middle Floor,80.0,1,2,2,2,,196.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,5,6 / 2025,Penthouse,110.0,2,2,2,2,5,307.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,5,6 / 2025,Ground Floor,195.0,2,3,2,1,,406.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,5,6 / 2025,Penthouse,140.0,2,4,2,2,5,417.0
İstanbul,Kağıthane,Hamidiye,0,0,1,0,0,1,0,FREE,14,6 / 2025,Shop,319.0,1,1,,,,2275.0
Antalya,Serik,Belek,1,0,1,0,0,1,0,FREE,2,8 / 2024,Detached Villa,195.0,2,4,4,3,,536.0
İstanbul,Bahçelievler,Bahçelievler Merkez,1,1,0,0,1,0,0,%2,5,9 / 2011,Duplex,145.0,2,3,2,2,5,555.0
Muğla,Fethiye,Kayaköy,1,1,1,0,0,0,0,%2,2,1 / 2020,Detached Villa,290.0,2,4,4,4,1,793.0
Bursa,Nilüfer,Dumlupınar,0,1,1,0,1,1,0,FREE,6,12 / 2024,Ground Floor,80.0,1,2,1,1,1,80.5
Bursa,Nilüfer,Kayapa,1,0,1,0,1,1,0,FREE,10,12 / 2025,Ground Floor,111.0,1,2,2,2,1,130.0
Bursa,Nilüfer,Kayapa,1,0,1,0,1,1,0,FREE,10,12 / 2025,Middle Floor,192.0,1,3,2,2,2,156.0
Bursa,Nilüfer,Kayapa,1,0,1,0,1,1,0,FREE,10,12 / 2025,Duplex,187.0,2,3,2,2,5,205.0
Bursa,Nilüfer,Kayapa,1,0,1,0,1,1,0,FREE,10,12 / 2025,Duplex,277.0,2,4,3,2,5,249.0
Bursa,Nilüfer,Kayapa,1,0,1,0,1,1,0,FREE,10,12 / 2025,Duplex,313.0,2,5,4,2,6,272.0
Kocaeli,Kartepe,Arslanbey,0,0,1,0,0,1,0,FREE,2,3 / 2024,Detached Villa,236.0,2,4,4,4,,462.0
Antalya,Alanya,Güller Pınarı,1,0,1,0,0,0,0,FREE,10,6 / 2024,Middle Floor,75.0,1,1,1,1,,243.0
Antalya,Alanya,Güller Pınarı,1,0,1,0,0,0,0,FREE,10,6 / 2024,Middle Floor,79.0,1,2,1,1,,319.0
Antalya,Alanya,Güller Pınarı,1,0,1,0,0,0,0,FREE,10,6 / 2024,Penthouse,135.0,2,2,2,2,,347.0
Antalya,Alanya,Cikcilli,0,0,1,0,0,1,0,FREE,3,1 / 2024,Detached Villa,380.0,3,5,6,3,,1550.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,5,6 / 2024,Middle Floor,65.0,1,1,1,1,,180.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,5,6 / 2024,Middle Floor,115.0,1,2,2,2,,315.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,5,6 / 2024,Penthouse,120.0,2,2,2,2,,395.0
Antalya,Alanya,Oba,1,0,1,0,0,0,0,FREE,5,6 / 2024,Penthouse,184.0,2,4,2,2,,600.0
İstanbul,Üsküdar,Küçüksu,1,0,1,0,0,1,0,FREE,6,8 / 2024,Middle Floor,166.0,1,3,1,1,,623.0
İstanbul,Üsküdar,Küçüksu,1,0,1,0,0,1,0,FREE,6,8 / 2024,Middle Floor,193.0,1,2,1,1,,755.0
İstanbul,Üsküdar,Küçüksu,1,0,1,0,0,1,0,FREE,6,8 / 2024,Middle Floor,207.0,1,4,2,1,,755.0
İstanbul,Üsküdar,Küçüksu,1,0,1,0,0,1,0,FREE,6,8 / 2024,Duplex,250.0,2,4,2,2,,989.0
İstanbul,Üsküdar,Küçüksu,1,0,1,0,0,1,0,FREE,6,8 / 2024,Duplex,403.0,2,5,2,2,,1520.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,4,3 / 2023,Middle Floor,60.0,1,1,1,1,,120.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,4,3 / 2023,Middle Floor,120.0,1,2,1,3,,200.0
Muğla,Fethiye,Foça,1,0,1,0,0,0,0,%2,2,Off Plan,Detached Villa,190.0,2,3,3,2,1,741.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,4,5 / 2023,Penthouse,210.0,2,3,3,2,,324.0
Antalya,Alanya,Oba,0,0,1,0,0,0,0,FREE,4,5 / 2023,Ground Floor,199.0,2,3,2,2,,324.0
İstanbul,Büyükçekmece,Alkent 2000,0,0,1,0,1,0,0,FREE,19,12 / 2024,Middle Floor,88.0,1,1,1,1,,225.0
İstanbul,Büyükçekmece,Alkent 2000,0,0,1,0,1,0,0,FREE,19,12 / 2024,Middle Floor,155.0,1,2,2,1,,379.0
İstanbul,Büyükçekmece,Alkent 2000,0,0,1,0,1,0,0,FREE,19,12 / 2024,Middle Floor,190.0,1,3,2,1,,454.0
Muğla,Fethiye,Yeşilüzümlü,1,0,1,0,0,1,0,%2,2,3 / 2024,Detached Villa,185.0,2,3,1,2,1,630.0
Mersin,Mezitli,Deniz,1,0,1,0,0,0,0,FREE,14,6 / 2022,Middle Floor,125.0,1,2,2,2,,129.0
Mersin,Mezitli,Deniz,1,0,1,0,0,0,0,FREE,14,6 / 2022,Middle Floor,140.0,1,3,2,2,,141.0
Mersin,Mezitli,Deniz,1,0,1,0,1,0,0,FREE,12,3 / 2024,Ground Floor,69.0,1,1,1,,,80.0
Mersin,Mezitli,Deniz,1,0,1,0,1,0,0,FREE,12,3 / 2024,Middle Floor,69.0,1,1,1,,,85.0
İstanbul,Kadıköy,Caferağa,0,1,1,0,1,0,0,%2,4,11 / 2022,Middle Floor,15.0,1,1,1,,1,91.5
Antalya,Serik,Belek,1,0,1,0,0,1,0,FREE,3,6 / 2024,Semi-Detached Villa,240.0,3,3,4,3,,400.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,12 / 2024,Middle Floor,60.0,1,1,1,1,,159.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,12 / 2024,Ground Floor,60.0,1,1,1,1,,177.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,12 / 2024,Middle Floor,78.0,1,2,1,1,,201.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,12 / 2024,Ground Floor,76.0,1,2,1,1,,233.0
İstanbul,Üsküdar,Güzeltepe,1,0,1,0,0,1,0,%2,6,2 / 2024,Middle Floor,142.0,1,3,2,2,,423.0
İstanbul,Üsküdar,Güzeltepe,1,0,1,0,0,1,0,%2,6,2 / 2024,Middle Floor,151.0,1,2,1,1,,443.0
İstanbul,Üsküdar,Güzeltepe,1,0,1,0,0,1,0,%2,6,2 / 2024,Duplex,266.0,2,3,3,1,,811.0
İstanbul,Üsküdar,Güzeltepe,1,0,1,0,0,1,0,%2,6,2 / 2024,Duplex,268.0,2,4,3,1,,811.0
İstanbul,Üsküdar,Güzeltepe,1,0,1,0,0,1,0,%2,6,2 / 2024,Duplex,355.0,2,6,3,1,,1095.0
Aydın,Kuşadası,Kadınlardenizi,1,1,1,0,0,0,0,FREE,5,9 / 2021,Middle Floor,60.0,1,1,1,1,3,170.0
Trabzon,Araklı,Merkez,1,0,1,0,1,0,0,FREE,5,12 / 2019,Middle Floor,145.0,1,3,2,1,,79.5
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,4,1 / 2024,Middle Floor,60.0,1,1,1,1,,100.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,4,1 / 2024,Ground Floor,110.0,2,2,2,1,,163.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,4,1 / 2024,Penthouse,150.0,2,2,1,2,,180.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,4,1 / 2024,Ground Floor,140.0,2,3,2,1,,193.0
Antalya,Alanya,Büyükhasbahçe,1,0,1,0,0,0,0,FREE,4,1 / 2024,Penthouse,180.0,2,3,1,2,,208.0
Antalya,Muratpaşa,Güvenlik,1,0,1,0,1,0,0,FREE,6,12 / 2023,Penthouse,200.0,2,5,2,2,,255.0
Antalya,Alanya,Bektaş,1,0,1,0,0,0,0,FREE,,1 / 2024,Detached Villa,555.0,3,5,4,3,,1950.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,1,0,%2,4,3 / 2024,Middle Floor,75.0,1,1,1,1,2,325.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,1,0,%2,4,3 / 2024,Ground Floor,129.0,2,2,2,1,1,400.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,1,0,%2,4,3 / 2024,Middle Floor,133.0,1,3,2,1,2,450.0
Muğla,Fethiye,Taşyaka,1,0,1,0,0,1,0,%2,4,3 / 2024,Duplex,134.0,2,2,2,,3,450.0
Kocaeli,Karamürsel,Kayacık,0,0,1,0,1,1,0,FREE,4,6 / 2025,Duplex,160.0,2,2,2,1,1,200.0
Kocaeli,Karamürsel,Kayacık,0,0,1,0,1,0,0,FREE,3,4 / 2026,Detached Villa,300.0,3,5,3,,1,950.0
Muğla,Fethiye,Foça,1,1,1,0,0,0,0,%2,3,1 / 2019,Duplex,165.0,3,3,3,2,2,457.0
İstanbul,Kadıköy,Osmanağa,1,0,0,0,1,0,0,FREE,,Off Plan,Ground Floor,60.0,1,1,1,,,193.0
İstanbul,Kadıköy,Osmanağa,1,0,0,0,1,0,0,FREE,,12 / 2024,Middle Floor,35.0,1,1,1,,,170.0
İstanbul,Kadıköy,Osmanağa,1,0,0,0,1,0,0,FREE,,12 / 2024,Ground Floor,70.0,1,2,1,,,241.0
İstanbul,Kadıköy,Osmanağa,1,0,0,0,1,0,0,FREE,,12 / 2024,Penthouse,73.0,2,2,1,,,269.0
Ankara,Pursaklar,Mimar Sinan,0,0,1,0,1,0,0,FREE,1,12 / 2022,Shop,110.0,1,Studio,,,,128.0
Mersin,Erdemli,Akdeniz,1,0,1,0,0,0,0,FREE,8,9 / 2020,Middle Floor,210.0,1,3,2,2,,260.0
Ankara,Gölbaşı,Ballıkpınar,0,0,1,0,0,1,0,FREE,,6 / 2024,Detached Villa,391.0,2,6,4,2,,679.0
Antalya,Muratpaşa,Yıldız,1,0,1,0,1,1,0,FREE,8,9 / 2024,Ground Floor,63.0,1,1,1,1,,126.0
Antalya,Muratpaşa,Yıldız,1,0,1,0,1,1,0,FREE,8,9 / 2024,Middle Floor,71.0,1,2,1,1,,199.0
Antalya,Muratpaşa,Yıldız,1,0,1,0,1,1,0,FREE,8,9 / 2024,Penthouse,142.0,2,3,2,2,,272.0
Antalya,Gazipaşa,Cumhuriyet,1,0,1,0,0,0,0,FREE,8,4 / 2024,Middle Floor,55.0,1,1,1,1,,93.0
Antalya,Gazipaşa,Cumhuriyet,1,0,1,0,0,0,0,FREE,8,4 / 2024,Penthouse,104.0,1,2,2,2,,195.0
Antalya,Gazipaşa,Cumhuriyet,1,0,1,0,0,0,0,FREE,8,4 / 2024,Penthouse,140.0,1,3,2,2,,215.0
İstanbul,Beyoğlu,Hacıahmet,0,0,1,1,0,1,0,FREE,9,3 / 2021,Penthouse,200.0,2,3,2,2,,1105.0
İstanbul,Beyoğlu,Hacıahmet,0,0,1,1,0,1,0,FREE,9,3 / 2021,Duplex,221.0,2,2,2,2,,1220.0
Antalya,Muratpaşa,Kılınçarslan,1,1,0,0,0,0,0,FREE,2,1 / 2019,Hotel,550.0,2,14,,,,4700.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,3,12 / 2024,Semi-Detached Villa,350.0,3,4,3,1,,1165.0
Antalya,Muratpaşa,Ermenek,1,0,1,0,0,0,0,FREE,3,1 / 2024,Shop,525.0,3,Studio,,,1,990.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,9,1 / 2024,Ground Floor,84.0,1,2,1,1,,156.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,9,1 / 2024,Middle Floor,84.0,1,2,1,1,,156.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,0,0,FREE,5,11 / 2023,Middle Floor,74.0,1,1,1,1,,132.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,0,0,FREE,5,11 / 2023,Middle Floor,94.0,1,2,2,1,,160.0
Antalya,Alanya,Karakocalı,1,0,1,0,0,1,0,FREE,,3 / 2025,Middle Floor,55.0,1,1,1,1,,183.0
Antalya,Alanya,Karakocalı,1,0,1,0,0,1,0,FREE,,3 / 2025,Middle Floor,110.0,1,2,2,2,,205.0
İstanbul,Beyoğlu,Tomtom,0,0,0,0,1,1,0,FREE,5,8 / 2022,Middle Floor,77.0,1,1,1,1,,565.0
İstanbul,Beyoğlu,Tomtom,0,0,0,0,1,1,0,FREE,5,8 / 2022,Middle Floor,132.0,1,2,1,1,,694.0
İstanbul,Beyoğlu,Tomtom,0,0,0,0,1,1,0,FREE,5,8 / 2022,Middle Floor,231.0,1,4,2,2,,1125.0
İstanbul,Sarıyer,Huzur,1,0,1,0,0,0,0,FREE,65,12 / 2021,Office,135.0,1,Studio,,,,979.0
İstanbul,Sarıyer,Huzur,1,0,1,0,0,0,0,FREE,65,12 / 2021,Middle Floor,98.0,1,1,1,1,,802.0
İstanbul,Sarıyer,Huzur,1,0,1,0,0,0,0,FREE,65,12 / 2021,Middle Floor,128.0,1,2,2,1,,1050.0
İstanbul,Sarıyer,Huzur,1,0,1,0,0,0,0,FREE,65,12 / 2021,Middle Floor,191.0,1,3,3,1,,1635.0
İstanbul,Sarıyer,Huzur,1,0,1,0,0,0,0,FREE,65,12 / 2021,Middle Floor,307.0,1,4,4,1,,2985.0
Mersin,Mezitli,Deniz,1,0,1,0,1,0,0,FREE,15,12 / 2024,Middle Floor,97.0,1,2,2,2,,125.0
Mersin,Mezitli,Akdeniz,0,0,1,0,1,0,0,FREE,15,12 / 2024,Middle Floor,97.0,1,2,2,1,,137.0
Mersin,Mezitli,Akdeniz,0,0,1,0,1,0,0,FREE,15,12 / 2024,Middle Floor,115.0,1,3,2,2,,155.0
Muğla,Fethiye,Ölüdeniz,1,1,1,0,0,0,0,FREE,4,3 / 2024,Ground Floor,33.0,4,1,1,1,1,245.0
İstanbul,Beyoğlu,Kadı Mehmet,1,0,0,0,1,0,0,FREE,5,12 / 2024,Middle Floor,70.0,1,2,1,1,,215.0
İstanbul,Beyoğlu,Kadı Mehmet,1,0,0,0,1,0,0,FREE,5,12 / 2024,Penthouse,132.0,2,3,2,2,,378.0
İstanbul,Beyoğlu,Kadı Mehmet,1,0,0,0,1,0,0,FREE,5,12 / 2024,Penthouse,157.0,2,4,2,2,,420.0
Yalova,Yalova Merkez,Kadıköy Bld,0,0,1,0,1,1,0,%2,2,10 / 2024,Semi-Detached Villa,236.0,2,4,2,2,1,275.0
Muğla,Fethiye,Foça,1,0,1,0,0,1,0,%2,2,8 / 2023,Detached Villa,210.0,2,4,3,2,1,677.0
Antalya,Kaş,Kalkan,1,1,1,0,0,0,0,%2,,1 / 2018,Middle Floor,77.0,2,2,1,1,2,212.0
İstanbul,Tuzla,Aydınlı,0,0,1,0,0,1,0,FREE,5,1 / 2022,Middle Floor,85.0,1,3,1,1,2,115.0
Muğla,Bodrum,Gümüşlük,1,0,1,0,0,1,0,%2,,6 / 2023,Detached Villa,200.0,1,4,4,1,1,1120.0
Muğla,Bodrum,Gümüşlük,1,0,1,0,0,1,0,%2,,6 / 2023,Detached Villa,250.0,2,5,5,1,1,1635.0
Antalya,Alanya,Küçükhasbahçe,1,0,1,0,0,0,0,FREE,5,5 / 2023,Middle Floor,150.0,1,3,1,2,,240.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,8,8 / 2023,Ground Floor,65.0,1,1,1,1,1,105.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,8,8 / 2023,Duplex,120.0,2,2,1,2,6,242.0
Muğla,Fethiye,Yeşilüzümlü,1,0,1,0,0,1,0,%2,2,3 / 2024,Detached Villa,240.0,2,4,3,,1,466.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,9,9 / 2023,Middle Floor,55.0,1,1,1,1,1,90.0
